avg_energy_usage,avg_water_usage,avg_transport_distance,avg_recycling_percentage,avg_efficiency,total_energy_usage,total_water_usage,product_lifetime,reuse_percentage,recycle_percentage,landfill_percentage,metal_type,production_route,region,sustainability_score,circularity_index,co2_emissions
12.9,4.02,927.2,34.7,61.4,11454.5,2755.53,21,22.4,24.6,53.0,Copper,Secondary,Africa,4.19,0.47,1298.0
6.27,10.49,1659.1,74.6,78.9,2960.53,7052.15,27,32.8,47.6,19.6,Titanium,Secondary,Oceania,6.39,0.8,299.77
3.83,9.51,1660.8,89.4,81.1,2334.37,4503.53,26,37.2,9.5,53.3,Titanium,Primary,Oceania,4.77,0.47,149.68
4.75,5.13,1421.7,75.7,81.2,865.58,1945.55,19,22.7,45.8,31.5,Copper,Primary,South America,5.86,0.68,71.89
6.43,2.91,219.7,33.2,86.9,342.19,2456.41,9,4.2,12.9,82.9,Aluminum,Secondary,Oceania,3.46,0.17,28.6
4.89,10.12,1679.3,74.4,66.7,1384.0,7797.7,11,38.6,5.1,56.3,Lead,Secondary,North America,4.19,0.44,263.38
5.36,11.34,1345.3,15.2,69.6,3855.75,4027.88,17,2.4,22.0,75.6,Copper,Primary,North America,3.31,0.24,442.94
7.13,5.42,1397.1,13.0,90.8,1028.39,801.45,16,35.9,30.7,33.4,Aluminum,Secondary,North America,6.05,0.67,57.91
5.12,10.03,732.3,34.6,96.0,4676.83,1185.72,4,45.5,11.5,43.0,Steel,Primary,Europe,5.73,0.57,331.22
18.14,6.53,1759.8,80.8,65.2,4612.48,911.34,10,17.3,27.8,54.9,Steel,Primary,North America,4.21,0.45,285.3
3.44,10.98,1453.5,24.6,78.9,840.61,6628.91,22,5.1,40.4,54.5,Lead,Secondary,North America,4.64,0.46,116.28
11.44,3.79,234.1,6.3,68.1,2544.63,375.51,15,11.6,12.9,75.5,Copper,Primary,South America,3.27,0.24,198.46
9.39,13.46,821.5,13.2,62.3,594.22,4981.28,25,28.1,29.0,42.9,Steel,Primary,Africa,4.72,0.57,74.15
19.68,5.02,1773.9,85.9,72.4,15413.68,3843.01,19,47.1,17.0,35.9,Titanium,Secondary,Africa,5.38,0.64,1626.29
4.02,6.15,103.9,63.4,65.5,3542.76,2027.23,3,25.6,26.5,47.9,Aluminum,Secondary,North America,4.57,0.52,604.33
9.16,1.81,1923.2,25.3,87.0,5802.44,1403.01,28,5.6,33.3,61.1,Iron Ore,Primary,North America,4.56,0.39,569.07
19.45,2.56,1361.5,55.5,80.3,4449.97,1940.98,21,31.4,17.5,51.1,Iron Ore,Secondary,North America,4.85,0.49,528.39
17.58,8.22,1266.4,52.8,65.5,5643.43,2330.66,23,36.6,49.7,13.7,Steel,Primary,Oceania,6.28,0.86,892.75
16.71,4.75,548.4,65.5,60.4,8390.6,3526.31,5,19.7,28.2,52.1,Aluminum,Secondary,South America,4.21,0.48,964.94
6.64,12.7,505.1,23.3,90.7,6352.01,9656.93,11,36.1,41.2,22.7,Titanium,Primary,South America,6.59,0.77,1073.38
5.08,1.21,1884.7,86.4,66.7,1447.72,517.37,24,16.2,36.3,47.5,Iron Ore,Primary,South America,4.63,0.52,216.08
14.04,6.31,603.6,30.9,83.0,10460.69,1576.87,5,39.5,42.6,17.9,Titanium,Primary,Africa,6.6,0.82,1167.2
18.73,5.72,1553.3,69.4,72.8,8755.82,3118.59,7,17.1,8.7,74.2,Titanium,Primary,Europe,3.47,0.26,1099.71
12.02,1.27,792.3,1.6,82.2,4002.12,1175.17,6,12.8,11.1,76.1,Iron Ore,Primary,Africa,3.66,0.24,780.74
12.29,2.74,287.1,37.3,72.0,5937.55,1801.92,26,44.0,24.4,31.6,Iron Ore,Primary,South America,5.58,0.68,886.13
7.04,6.79,31.3,35.2,63.3,828.23,1454.94,13,27.4,42.6,30.0,Steel,Primary,Asia,5.4,0.7,153.84
15.85,7.9,1093.1,54.3,68.5,12818.74,5519.09,2,14.3,9.9,75.8,Lead,Primary,Europe,3.26,0.24,984.66
5.37,6.66,1951.8,7.3,67.1,1509.7,3035.91,19,46.8,48.6,4.6,Aluminum,Primary,North America,6.78,0.95,184.92
7.83,8.43,744.6,79.0,76.3,5787.48,5158.76,11,34.5,6.4,59.1,Copper,Secondary,Oceania,4.33,0.41,1078.2
9.66,9.33,720.8,21.8,85.0,1110.23,6972.88,27,11.0,8.8,80.2,Aluminum,Primary,Africa,3.54,0.2,109.24
11.14,1.14,694.7,67.7,70.0,10664.81,614.69,20,30.7,8.4,60.9,Copper,Secondary,Oceania,4.06,0.39,2081.23
6.36,7.5,1045.9,80.3,60.5,1484.2,6174.64,5,43.5,29.3,27.2,Iron Ore,Secondary,Europe,5.46,0.73,95.82
4.07,14.49,886.9,56.2,79.7,3616.62,10665.33,9,34.8,45.9,19.3,Titanium,Secondary,Asia,6.43,0.81,670.52
12.99,8.27,1761.0,74.1,83.0,10638.8,5245.82,6,12.2,12.8,75.0,Aluminum,Primary,Europe,3.74,0.25,1242.42
7.2,10.49,1016.0,66.2,96.6,6980.16,2027.23,17,32.4,27.7,39.9,Titanium,Primary,Africa,5.9,0.6,426.22
12.46,5.37,1020.4,35.6,82.4,6279.79,4533.09,19,31.0,8.8,60.2,Aluminum,Secondary,South America,4.46,0.4,1142.47
4.78,11.84,285.4,80.9,77.9,3542.11,11119.07,23,41.0,31.6,27.4,Lead,Primary,North America,5.97,0.73,310.97
10.66,11.82,1965.7,29.5,81.8,4287.19,2128.98,8,8.9,6.2,84.9,Zinc,Primary,South America,3.21,0.15,228.67
11.59,8.3,507.4,57.1,95.3,2609.49,4264.78,7,35.0,24.6,40.4,Aluminum,Primary,South America,5.84,0.6,183.63
2.93,14.66,156.0,74.5,91.5,1379.8,4338.54,5,1.4,32.8,65.8,Titanium,Primary,Africa,4.46,0.34,205.41
8.06,2.76,1329.7,37.9,72.3,1672.14,2116.36,15,34.8,29.0,36.2,Zinc,Primary,South America,5.36,0.64,328.86
4.42,1.24,1194.8,30.3,69.0,4344.61,912.08,10,48.0,7.0,45.0,Steel,Primary,South America,4.82,0.55,289.87
3.14,11.78,836.1,45.9,70.0,444.1,2165.65,24,8.7,8.1,83.2,Lead,Secondary,Africa,2.94,0.17,52.98
19.82,12.3,850.2,81.8,79.2,12085.27,10863.06,16,15.6,33.6,50.8,Iron Ore,Secondary,Africa,4.84,0.49,931.72
7.8,2.68,1572.3,93.0,88.3,5032.1,594.76,9,29.1,40.4,30.5,Steel,Secondary,Asia,6.12,0.7,813.97
16.58,4.72,399.5,54.5,79.1,9304.29,3810.91,7,36.6,45.4,18.0,Steel,Secondary,South America,6.47,0.82,629.98
6.58,1.25,1642.3,66.1,62.6,4468.32,605.16,11,17.2,40.7,42.1,Aluminum,Secondary,Europe,4.77,0.58,384.17
14.27,5.11,1301.0,90.3,87.5,2288.5,1849.1,9,33.2,48.7,18.1,Iron Ore,Primary,North America,6.72,0.82,181.85
15.68,11.82,843.7,9.9,90.6,9051.56,2367.87,17,45.0,20.4,34.6,Lead,Primary,Oceania,5.99,0.65,1202.75
12.72,8.25,921.5,23.2,71.0,4106.68,1726.18,9,36.3,16.6,47.1,Zinc,Primary,North America,4.77,0.53,743.22
10.49,5.87,520.7,70.9,85.2,9893.82,3984.53,3,35.6,1.4,63.0,Aluminum,Secondary,Africa,4.41,0.37,1253.19
9.41,6.2,1506.7,82.4,76.2,7283.04,3552.03,22,19.1,22.5,58.4,Copper,Secondary,Oceania,4.37,0.42,427.78
8.28,1.02,1030.6,85.7,93.8,8063.8,169.3,8,45.6,32.6,21.8,Aluminum,Primary,Africa,6.72,0.78,1084.65
18.73,5.2,648.5,41.5,92.1,1604.75,816.73,19,13.9,40.8,45.3,Zinc,Secondary,Asia,5.5,0.55,272.21
16.95,10.05,1196.1,8.9,80.0,5438.86,1192.89,20,10.3,13.4,76.3,Titanium,Primary,South America,3.58,0.24,379.76
19.37,14.64,1991.5,43.8,86.3,4564.57,11076.32,16,18.2,25.7,56.1,Lead,Primary,Africa,4.78,0.44,278.01
4.24,12.86,876.2,23.1,93.6,256.93,9340.06,7,32.5,33.1,34.4,Lead,Primary,Africa,6.09,0.66,20.08
15.16,1.33,1842.2,29.1,78.8,4247.98,140.33,28,43.1,27.6,29.3,Aluminum,Secondary,North America,5.9,0.71,687.8
18.89,13.58,696.6,77.2,71.9,13125.47,7907.04,7,6.6,13.7,79.7,Copper,Secondary,South America,3.17,0.2,1821.19
5.26,11.96,118.9,7.6,88.6,1417.75,1560.09,20,40.7,39.8,19.5,Aluminum,Primary,Asia,6.68,0.8,185.85
3.2,11.93,416.4,82.8,68.4,1707.37,10839.1,25,40.6,8.7,50.7,Zinc,Primary,Africa,4.52,0.49,149.26
15.34,7.41,843.2,42.8,74.8,13705.17,6756.15,13,29.3,45.2,25.5,Lead,Secondary,Africa,5.97,0.74,1368.26
12.34,6.57,447.1,59.6,92.9,8749.92,4686.52,3,38.0,47.6,14.4,Copper,Secondary,Africa,7.07,0.86,1705.21
17.15,5.24,10.5,9.0,87.5,7286.99,4872.57,12,9.1,18.3,72.6,Iron Ore,Secondary,North America,4.0,0.27,627.36
4.52,1.92,1830.9,33.7,75.3,1825.38,1576.09,24,8.5,18.8,72.7,Zinc,Secondary,Africa,3.62,0.27,338.15
16.31,4.2,1689.3,9.0,68.2,7876.9,3515.87,8,43.1,37.2,19.7,Lead,Primary,Africa,6.06,0.8,1079.76
5.63,4.45,1487.2,96.2,73.5,1228.41,2630.94,13,24.9,22.8,52.3,Aluminum,Primary,North America,4.59,0.48,84.14
4.95,7.78,344.0,80.7,70.8,3228.89,2651.08,20,12.3,1.4,86.3,Lead,Secondary,Africa,2.81,0.14,387.78
4.96,11.46,249.5,46.0,66.7,1963.89,2944.18,16,34.4,46.0,19.6,Copper,Secondary,South America,6.02,0.8,377.62
16.66,7.63,144.5,22.4,88.2,14323.39,2753.21,7,44.6,21.5,33.9,Zinc,Secondary,South America,5.95,0.66,1615.46
13.97,1.81,1450.8,93.3,69.6,10739.09,1171.2,4,31.6,10.2,58.2,Iron Ore,Secondary,North America,4.18,0.42,1927.75
11.42,14.41,1858.3,34.5,77.3,7194.46,3084.08,29,17.4,27.8,54.8,Titanium,Primary,South America,4.58,0.45,636.45
8.46,14.2,866.8,16.1,74.7,3350.09,4199.06,12,24.2,10.9,64.9,Steel,Secondary,Oceania,4.0,0.35,454.4
17.79,11.99,247.1,56.3,97.3,4437.45,5930.95,17,37.6,10.3,52.1,Copper,Secondary,Oceania,5.31,0.48,783.56
9.06,14.88,1029.7,94.4,74.9,7133.34,4038.4,1,3.4,27.3,69.3,Titanium,Primary,Oceania,3.78,0.31,1341.8
16.7,8.62,704.2,0.4,63.0,8551.88,5251.4,17,10.9,19.6,69.5,Iron Ore,Secondary,Asia,3.42,0.3,1050.8
9.9,14.48,755.9,23.8,63.4,2608.77,13423.21,2,23.1,28.6,48.3,Titanium,Primary,Africa,4.49,0.52,380.76
8.78,2.06,1246.4,93.8,82.4,2066.95,1567.01,6,30.2,49.8,20.0,Aluminum,Primary,Asia,6.47,0.8,104.27
10.33,6.12,1440.2,17.1,82.8,2139.66,4180.6,12,17.0,43.0,40.0,Steel,Primary,South America,5.48,0.6,188.25
7.42,4.16,230.1,11.3,75.9,5849.21,2510.92,26,14.9,0.4,84.7,Copper,Secondary,North America,3.04,0.15,537.0
15.46,3.74,80.8,57.0,76.4,4136.13,1920.68,11,2.1,2.5,95.4,Zinc,Primary,Oceania,2.52,0.05,264.81
11.05,2.97,1988.7,86.2,62.0,6080.93,674.89,21,1.6,30.5,67.9,Lead,Secondary,North America,3.46,0.32,559.17
6.18,9.71,473.1,47.7,79.6,2960.03,8738.76,11,13.9,31.3,54.8,Iron Ore,Secondary,Asia,4.65,0.45,290.58
18.19,11.94,117.1,99.5,79.2,10925.47,3416.14,18,26.5,43.9,29.6,Steel,Primary,South America,5.9,0.7,2133.91
8.91,9.1,387.9,67.9,65.7,7870.18,1244.37,8,27.8,31.5,40.7,Iron Ore,Primary,Africa,4.94,0.59,1182.81
11.78,3.06,87.5,7.4,63.9,10299.96,2333.29,25,24.7,11.4,63.9,Lead,Primary,South America,3.72,0.36,1173.17
18.32,12.36,789.7,99.3,64.7,8766.53,2680.08,7,20.5,23.4,56.1,Titanium,Secondary,Oceania,4.14,0.44,1737.6
13.24,9.9,1606.8,40.8,63.8,855.28,3992.68,28,12.6,40.4,47.0,Iron Ore,Secondary,South America,4.56,0.53,62.42
4.1,6.43,689.1,28.7,83.2,1866.0,494.28,14,20.0,46.1,33.9,Iron Ore,Primary,North America,5.8,0.66,226.55
18.92,10.44,893.9,55.8,67.5,11841.72,1881.44,16,6.9,11.8,81.3,Titanium,Secondary,Europe,2.96,0.19,1741.44
13.3,4.64,1354.4,30.4,69.6,7712.36,995.48,12,5.8,27.0,67.2,Titanium,Primary,Oceania,3.73,0.33,449.92
8.03,5.83,1022.7,8.6,66.6,5370.22,592.85,9,15.0,7.9,77.1,Lead,Secondary,Africa,3.14,0.23,846.08
4.51,13.84,1724.3,0.1,96.4,885.64,9325.73,20,49.8,24.8,25.4,Steel,Secondary,Oceania,6.62,0.75,57.55
16.29,5.07,1733.4,45.0,92.5,10819.95,4284.95,29,16.3,4.5,79.2,Copper,Secondary,Oceania,3.82,0.21,768.67
13.16,7.58,29.7,83.7,68.8,2941.51,3067.24,23,46.8,47.1,6.1,Titanium,Secondary,Africa,6.76,0.94,217.53
11.6,13.46,1558.3,57.2,72.4,8850.77,11856.21,21,19.6,31.9,48.5,Steel,Primary,Oceania,4.75,0.52,1675.75
18.09,10.91,926.9,99.9,68.0,6731.89,2756.73,16,22.0,42.7,35.3,Lead,Primary,North America,5.28,0.65,1026.51
16.19,1.87,1977.8,28.7,78.7,11728.05,671.56,21,39.9,49.9,10.2,Iron Ore,Primary,South America,6.85,0.9,1739.44
4.73,3.06,971.6,28.0,60.7,451.58,591.19,19,4.7,9.1,86.2,Iron Ore,Secondary,North America,2.51,0.14,60.21
7.61,1.11,1973.9,16.0,85.5,3329.12,709.88,16,9.1,34.7,56.2,Zinc,Secondary,South America,4.76,0.44,312.67
6.47,9.83,1511.6,16.4,79.9,4656.99,4412.45,9,48.7,44.3,7.0,Aluminum,Primary,Europe,7.05,0.93,666.57
15.39,7.27,504.7,28.5,94.1,4086.46,4599.14,13,25.3,28.8,45.9,Titanium,Primary,Oceania,5.53,0.54,455.73
2.6,2.88,1081.4,79.3,66.2,2094.36,2227.94,26,2.2,32.0,65.8,Lead,Primary,Europe,3.7,0.34,150.4
12.26,14.41,1984.3,90.6,90.6,7959.69,8190.9,5,2.4,20.4,77.2,Steel,Secondary,Asia,3.86,0.23,1221.33
15.72,8.42,1716.5,97.5,90.1,9560.65,5441.42,22,45.4,33.7,20.9,Zinc,Primary,South America,6.66,0.79,663.87
17.78,4.39,203.8,23.2,64.8,6860.79,4119.96,19,43.7,19.8,36.5,Steel,Primary,North America,5.12,0.64,539.26
8.16,8.01,1415.7,88.1,75.1,4147.96,2676.23,10,22.9,23.8,53.3,Copper,Primary,North America,4.59,0.47,716.17
16.78,10.51,697.7,32.8,66.5,10361.35,4111.57,7,8.2,5.1,86.7,Zinc,Primary,Oceania,2.66,0.13,1544.02
3.99,2.07,23.9,11.3,69.7,1990.37,1514.86,9,41.5,0.4,58.1,Lead,Primary,North America,4.19,0.42,287.9
17.24,4.85,812.9,87.0,70.0,12298.98,3059.09,25,16.2,2.8,81.0,Steel,Primary,Asia,3.05,0.19,1386.47
4.29,12.3,477.2,63.6,81.1,1982.03,2701.16,14,21.0,9.6,69.4,Titanium,Primary,Africa,3.96,0.31,216.92
9.15,7.44,1639.5,16.5,75.6,2215.76,3030.61,15,34.1,22.8,43.1,Steel,Primary,North America,5.11,0.57,340.21
16.35,8.65,681.3,43.0,96.0,4140.43,4276.96,13,17.7,1.0,81.3,Aluminum,Primary,Oceania,3.81,0.19,666.61
4.7,7.06,1656.8,28.7,64.8,260.91,3165.85,10,31.4,7.8,60.8,Iron Ore,Secondary,Europe,3.9,0.39,33.01
6.13,1.61,11.2,73.7,97.0,2059.13,353.17,14,44.3,39.1,16.6,Iron Ore,Primary,North America,7.08,0.83,402.33
15.0,3.32,622.6,45.3,68.8,11422.08,3081.65,26,39.9,38.1,22.0,Zinc,Primary,North America,5.96,0.78,2208.52
14.96,7.24,489.9,98.9,89.4,12034.64,5605.23,21,19.1,39.5,41.4,Steel,Primary,North America,5.61,0.59,1346.25
13.54,3.93,474.8,5.5,72.9,3281.34,1993.64,23,14.4,46.1,39.5,Steel,Secondary,Oceania,5.21,0.6,567.98
14.49,1.7,145.7,35.5,65.4,13926.22,1183.3,29,14.3,6.0,79.7,Steel,Secondary,Africa,2.98,0.2,1831.16
11.77,12.81,382.4,48.2,92.6,6206.12,11559.98,12,17.4,8.2,74.4,Steel,Primary,North America,4.06,0.26,786.71
6.53,14.74,1115.5,50.3,71.7,6014.98,2643.85,28,24.7,16.7,58.6,Aluminum,Secondary,Africa,4.22,0.41,350.34
8.22,12.1,589.8,31.6,85.0,5930.13,3483.04,29,20.8,45.8,33.4,Titanium,Secondary,Africa,5.88,0.67,807.07
5.27,12.95,840.6,72.9,81.5,3880.36,7324.08,19,6.7,38.8,54.5,Aluminum,Primary,Asia,4.72,0.46,718.2
18.35,4.39,760.0,87.5,77.9,2400.02,3551.77,6,8.2,16.2,75.6,Lead,Secondary,Europe,3.56,0.24,400.85
12.5,14.45,1753.1,93.9,78.8,3237.39,1220.19,12,17.1,4.4,78.5,Lead,Secondary,North America,3.44,0.22,543.71
9.22,3.76,1811.5,80.5,87.8,538.21,3702.91,24,28.1,30.8,41.1,Aluminum,Primary,North America,5.58,0.59,39.82
10.32,14.32,991.0,85.1,63.3,7536.92,6904.55,13,29.6,12.8,57.6,Aluminum,Primary,North America,4.02,0.42,782.09
19.05,14.93,667.0,55.1,85.4,7185.97,5841.65,8,24.3,26.6,49.1,Iron Ore,Secondary,Africa,5.11,0.51,610.67
4.76,10.96,222.5,82.6,94.0,3795.24,3595.85,16,36.9,47.1,16.0,Lead,Primary,South America,7.02,0.84,369.61
12.55,14.74,1907.3,30.4,62.2,4668.47,3178.52,2,36.9,28.6,34.5,Aluminum,Primary,Europe,5.14,0.66,639.26
11.11,8.97,129.9,39.8,65.3,9203.16,7193.9,22,21.4,46.2,32.4,Steel,Primary,Oceania,5.34,0.68,963.73
13.01,4.63,602.3,31.7,87.2,2265.87,4433.89,7,6.2,19.7,74.1,Aluminum,Secondary,North America,3.91,0.26,303.86
2.33,7.12,603.2,46.7,76.6,500.26,3153.89,12,26.5,31.7,41.8,Steel,Primary,South America,5.21,0.58,57.92
17.7,9.31,647.6,28.6,75.3,6616.84,8889.18,7,19.1,44.7,36.2,Zinc,Secondary,South America,5.45,0.64,615.32
18.78,2.02,336.9,96.2,65.2,8226.82,1681.87,19,6.9,29.4,63.7,Lead,Secondary,South America,3.77,0.36,529.07
12.17,9.71,1568.5,31.3,79.3,4640.03,4922.96,14,49.1,30.7,20.2,Titanium,Primary,Europe,6.37,0.8,852.73
14.54,14.74,253.8,9.8,64.8,11275.26,10175.39,9,18.5,35.8,45.7,Iron Ore,Secondary,South America,4.66,0.54,583.0
18.6,3.66,1273.5,52.7,78.1,2643.13,1695.44,18,31.3,44.1,24.6,Titanium,Primary,Oceania,6.11,0.75,132.81
14.73,12.1,256.5,5.7,89.0,5651.26,7027.53,11,24.5,4.4,71.1,Zinc,Primary,North America,4.12,0.29,983.43
4.75,13.71,150.4,11.1,69.8,4015.55,1441.52,16,7.1,16.8,76.1,Titanium,Primary,Oceania,3.29,0.24,801.19
12.37,14.21,1819.8,21.9,78.3,1403.47,10109.71,19,2.8,19.9,77.3,Iron Ore,Primary,North America,3.48,0.23,223.24
12.92,14.44,388.4,46.4,97.7,12212.32,1446.65,11,31.3,45.5,23.2,Steel,Primary,Asia,6.77,0.77,638.6
9.63,8.3,1644.3,43.3,86.1,9504.82,6857.71,18,12.4,47.8,39.8,Zinc,Secondary,Africa,5.59,0.6,798.44
15.26,14.68,1093.8,80.0,92.0,2046.97,12238.71,11,12.2,6.0,81.8,Zinc,Secondary,South America,3.67,0.18,400.74
18.82,11.6,164.9,73.9,75.8,6148.66,3192.59,25,47.8,6.0,46.2,Steel,Primary,Oceania,4.96,0.54,1053.21
18.66,3.26,1911.3,42.6,89.2,7534.55,1165.38,4,23.1,46.7,30.2,Steel,Secondary,Africa,6.17,0.7,1017.31
10.12,7.68,501.5,33.4,61.5,7970.23,3895.64,18,1.5,14.8,83.7,Iron Ore,Secondary,Africa,2.66,0.16,681.69
4.04,11.06,1720.7,31.6,64.7,2489.17,6822.14,19,17.0,12.1,70.9,Lead,Secondary,Africa,3.4,0.29,129.82
19.73,4.46,345.9,77.4,67.7,13064.17,1440.52,13,29.2,1.8,69.0,Aluminum,Secondary,Africa,3.58,0.31,694.09
17.1,9.97,1709.3,5.2,75.3,13160.75,6110.23,4,16.4,13.8,69.8,Lead,Primary,Africa,3.77,0.3,1866.16
4.24,10.33,36.3,1.3,92.1,687.22,3438.83,10,1.3,34.7,64.0,Copper,Primary,North America,4.56,0.36,36.61
18.58,3.28,1028.4,79.6,73.2,15635.98,336.91,29,22.2,21.3,56.5,Aluminum,Primary,Europe,4.37,0.44,3112.26
17.66,8.91,1541.2,47.7,84.9,12721.18,466.89,22,5.3,25.8,68.9,Lead,Secondary,South America,4.1,0.31,985.99
11.34,11.8,1870.2,13.1,87.0,6786.7,1723.9,5,31.0,45.9,23.1,Aluminum,Secondary,South America,6.46,0.77,1062.84
12.64,7.98,1819.3,23.6,82.3,11315.94,6405.05,3,31.0,5.7,63.3,Titanium,Primary,North America,4.3,0.37,828.99
9.18,1.17,1641.1,93.3,73.6,6566.37,1127.13,16,1.9,3.6,94.5,Copper,Primary,Oceania,2.48,0.06,860.29
2.99,1.13,1777.5,86.0,81.9,722.43,514.85,26,14.5,42.6,42.9,Steel,Secondary,North America,5.31,0.57,44.86
8.03,6.0,406.4,71.0,73.0,3679.81,3222.3,8,20.7,38.7,40.6,Aluminum,Primary,Africa,5.16,0.59,607.23
16.45,13.97,575.5,48.2,63.2,8543.15,2647.4,24,27.5,13.2,59.3,Lead,Secondary,Europe,3.93,0.41,1176.72
2.08,4.2,585.0,52.0,97.7,213.11,2408.62,7,14.8,16.2,69.0,Iron Ore,Primary,South America,4.48,0.31,13.41
8.0,9.88,760.3,97.5,64.8,7655.25,1851.73,19,14.4,15.5,70.1,Aluminum,Primary,Oceania,3.44,0.3,1357.18
9.17,4.11,792.7,96.6,62.7,1578.6,2591.99,14,49.2,32.4,18.4,Steel,Secondary,Asia,5.96,0.82,208.46
11.67,5.5,1093.7,21.5,93.4,8315.9,5151.28,15,2.1,3.1,94.8,Lead,Primary,North America,3.06,0.05,1565.38
18.56,12.87,328.2,81.1,71.5,9853.87,3036.21,17,49.5,24.5,26.0,Aluminum,Primary,Asia,5.85,0.74,1847.54
8.23,11.2,1385.6,19.7,84.7,611.91,8694.96,21,2.4,6.7,90.9,Zinc,Primary,South America,3.0,0.09,115.09
8.25,2.34,343.5,21.4,72.5,7660.21,169.25,1,14.4,41.0,44.6,Titanium,Primary,North America,4.94,0.55,472.39
15.28,7.0,627.5,67.6,74.9,13129.26,2847.06,6,24.7,19.0,56.3,Titanium,Primary,South America,4.43,0.44,894.68
10.14,1.41,1011.7,40.5,70.0,5557.18,218.85,27,7.2,26.4,66.4,Aluminum,Primary,North America,3.78,0.34,1101.19
6.04,7.73,1594.9,93.2,73.0,1615.67,2974.9,23,6.7,1.5,91.8,Titanium,Secondary,Oceania,2.6,0.08,198.95
10.14,10.27,1481.5,8.9,75.6,1678.59,2206.61,15,12.8,2.9,84.3,Iron Ore,Secondary,South America,3.05,0.16,143.91
4.54,2.66,1294.6,51.2,87.4,1794.31,1076.34,12,48.7,33.8,17.5,Copper,Secondary,Asia,6.75,0.82,296.87
5.17,5.04,320.0,91.9,79.4,1513.04,2251.1,21,19.0,38.3,42.7,Aluminum,Secondary,Europe,5.25,0.57,135.63
10.97,6.57,1098.6,90.4,95.9,5828.98,2204.64,20,28.3,35.5,36.2,Iron Ore,Secondary,Oceania,6.07,0.64,927.29
9.54,13.87,184.0,15.7,61.6,9235.57,9345.48,2,35.2,36.9,27.9,Zinc,Primary,Oceania,5.45,0.72,1621.7
18.47,14.91,761.0,36.7,79.1,11011.92,13760.58,5,37.1,5.2,57.7,Iron Ore,Primary,North America,4.49,0.42,1846.03
8.52,1.63,832.9,61.9,82.2,7629.1,701.82,9,34.4,34.7,30.9,Iron Ore,Secondary,Asia,5.92,0.69,695.07
12.45,11.65,89.2,15.9,95.0,8320.77,2711.26,20,16.8,9.1,74.1,Zinc,Primary,South America,4.14,0.26,917.3
13.38,6.2,555.2,96.8,61.9,6709.86,1904.56,14,5.6,4.9,89.5,Steel,Primary,Asia,2.38,0.1,751.42
2.24,6.49,1911.7,91.5,81.8,1930.6,5589.84,18,14.1,37.9,48.0,Aluminum,Primary,Oceania,5.05,0.52,238.8
13.94,11.56,1907.7,16.7,92.4,6939.33,6855.75,29,10.5,44.5,45.0,Aluminum,Primary,North America,5.52,0.55,521.18
5.2,13.86,711.1,12.1,69.2,4551.02,6684.13,22,6.8,35.8,57.4,Aluminum,Primary,Asia,4.21,0.43,536.43
19.3,14.31,95.8,8.5,93.3,6311.06,2749.74,8,1.2,40.3,58.5,Copper,Secondary,South America,4.87,0.42,799.09
4.68,9.08,366.4,90.9,60.7,806.7,4333.35,2,46.8,49.6,3.6,Iron Ore,Secondary,Africa,6.64,0.96,104.67
9.46,6.0,790.5,19.4,87.8,8159.71,1887.4,9,46.1,6.7,47.2,Aluminum,Primary,Oceania,5.27,0.53,1411.51
3.54,12.03,1896.1,41.6,95.5,2152.48,11380.44,7,2.5,48.3,49.2,Titanium,Secondary,Europe,5.4,0.51,274.66
19.94,4.51,291.0,44.9,85.0,17839.08,4013.3,29,8.7,30.1,61.2,Steel,Secondary,Europe,4.49,0.39,1509.5
11.04,8.9,1529.4,59.9,76.7,10387.93,1154.4,18,7.0,40.7,52.3,Zinc,Secondary,Oceania,4.69,0.48,1552.68
12.72,6.02,226.3,7.2,61.7,1284.05,3255.74,27,14.1,32.5,53.4,Zinc,Secondary,Africa,4.18,0.47,217.77
3.21,10.19,1962.7,22.7,95.0,1688.21,2688.18,16,10.2,28.5,61.3,Copper,Primary,North America,4.78,0.39,165.29
15.5,4.37,769.4,93.1,77.9,6296.35,1923.84,21,47.3,35.2,17.5,Lead,Secondary,Asia,6.46,0.82,924.28
5.78,3.68,1552.7,90.8,61.1,3725.59,3249.46,5,4.2,16.0,79.8,Zinc,Primary,Asia,2.84,0.2,268.39
18.16,13.86,691.8,78.1,86.2,14599.04,7638.78,23,10.6,46.2,43.2,Steel,Secondary,Africa,5.43,0.57,1478.72
5.69,2.43,1259.1,1.9,78.3,1801.23,893.04,29,4.0,5.8,90.2,Lead,Secondary,Africa,2.84,0.1,335.72
5.43,8.08,392.1,32.7,64.7,3143.74,1999.75,15,49.0,15.9,35.1,Iron Ore,Primary,South America,5.19,0.65,586.92
2.66,4.09,300.6,62.8,68.1,1923.96,3314.16,5,45.9,1.6,52.5,Zinc,Primary,South America,4.42,0.48,262.23
10.5,1.55,1876.7,27.5,62.5,1865.95,997.1,11,35.8,13.6,50.6,Lead,Secondary,Europe,4.34,0.49,289.88
12.17,1.5,1836.1,91.0,81.8,10020.33,741.99,22,21.3,10.9,67.8,Lead,Secondary,North America,4.06,0.32,1784.64
3.18,3.45,1776.1,63.4,83.6,1990.06,885.3,14,9.5,2.5,88.0,Zinc,Primary,North America,3.11,0.12,385.64
